p,n,e,z,d
61360,13707417.36,2367659.398,388.7911,
61361,13707389.76,2367659.398,388.006,
61362,13707362.16,2367659.398,387.3845,
61363,13707334.56,2367659.398,387.0006,
61364,13707306.96,2367659.398,386.8333,
61365,13707279.36,2367659.398,386.4432,
61366,13707251.76,2367659.398,386.0537,
61367,13707224.16,2367659.398,386,
61368,13707196.27,2367659.398,386,
61369,13707168.67,2367659.398,385.8982,
61370,13707141.07,2367659.398,385.4813,
61371,13707113.47,2367659.398,385.0644,
61372,13707085.87,2367659.398,385.006,
61373,13707058.3,2367659.398,385.0009,
61374,13707030.38,2367659.398,385.0011,
72831,13706990.38,2367659.398,385.0005,
72832,13706962.78,2367659.398,384.7812,
72833,13706935.18,2367659.398,384.2595,
72834,13706907.58,2367659.398,384.0132,
72835,13706879.98,2367659.398,383.5577,
72836,13706852.38,2367659.398,383.0879,
72837,13706824.78,2367659.398,382.7916,
72838,13706797.18,2367659.398,382.0715,
72839,13706769.28,2367659.398,381.7612,
72840,13706741.68,2367659.398,381.213,
72841,13706714.08,2367659.398,380.5934,
72842,13706686.48,2367659.398,380.0327,
72843,13706658.88,2367659.398,379.7133,
72844,13706631.31,2367659.398,379.2416,
72845,13706603.39,2367659.398,378.9976,
46488,13706590.39,2367659.398,378.999,
46489,13706562.79,2367659.398,378.7449,
46490,13706535.19,2367659.398,378.2798,
46491,13706507.59,2367659.398,377.8103,
46492,13706479.99,2367659.398,377.3504,
46493,13706452.39,2367659.398,376.9933,
46494,13706424.79,2367659.398,376.703,
46495,13706397.19,2367659.398,376.2974,
46496,13706369.3,2367659.398,376,
46497,13706341.7,2367659.398,375.8802,
46498,13706314.1,2367659.398,375.6315,
46499,13706286.5,2367659.398,375.3464,
46500,13706258.9,2367659.398,375.069,
46501,13706231.32,2367659.398,375.0151,
46502,13706203.4,2367659.398,374.7709,
82386,13706163.4,2367659.398,374.2597,
82387,13706135.8,2367659.398,374.0001,
82388,13706108.2,2367659.398,373.9776,
82389,13706080.6,2367659.398,373.8009,
82390,13706053,2367659.398,373.1687,
82391,13706025.4,2367659.398,373,
82392,13705997.8,2367659.398,373.0001,
82393,13705970.2,2367659.398,373,
82394,13705942.31,2367659.398,372.9809,
82395,13705914.71,2367659.398,372.9258,
82396,13705887.11,2367659.398,372.7314,
82397,13705859.51,2367659.398,372.6052,
82398,13705831.91,2367659.398,372.7835,
82399,13705804.34,2367659.398,372.176,
82400,13705776.42,2367659.398,371.8505,
85948,13715129.04,2367666.899,434.0056,
85949,13715101.44,2367666.899,433.9554,
85950,13715073.84,2367666.899,433.3277,
85951,13715046.24,2367666.899,433.0019,
85952,13715018.64,2367666.899,433,
85953,13714991.04,2367666.899,433,
85954,13714963.44,2367666.899,433,
85955,13714935.84,2367666.899,432.1539,
85956,13714907.95,2367666.899,431.9911,
85957,13714880.35,2367666.899,431.8952,
85958,13714852.75,2367666.899,431.3805,
85959,13714825.15,2367666.899,431.0451,
85960,13714797.55,2367666.899,430.9738,
85961,13714769.97,2367666.899,430.3638,
85962,13714742.05,2367666.899,429.9901,
55388,13718436.7,2367678.886,435.3251,
55389,13718409.1,2367678.886,435.2222,
55390,13718381.5,2367678.886,435,
55391,13718353.9,2367678.886,434.9999,
55392,13718326.3,2367678.886,434.9995,
55393,13718298.7,2367678.886,435,
55394,13718271.1,2367678.886,434.6386,
55395,13718243.5,2367678.886,434.5214,
55396,13718215.61,2367678.886,434.1017,
55397,13718188.01,2367678.886,433.9325,
55398,13718160.41,2367678.886,433.6679,
55399,13718132.81,2367678.886,433.705,
55400,13718105.21,2367678.886,433.5986,
55401,13718077.63,2367678.886,433.2964,
55402,13718049.71,2367678.886,432.9974,
54800,13718009.71,2367678.886,432.839,
54801,13717982.11,2367678.886,432.3548,
54802,13717954.51,2367678.886,432.1948,
54803,13717926.91,2367678.886,431.9981,
54804,13717899.31,2367678.886,431.9889,
54805,13717871.71,2367678.886,431.9511,
54806,13717844.11,2367678.886,431.6395,
54807,13717816.51,2367678.886,431.2775,
54808,13717788.62,2367678.886,430.9761,
54809,13717761.02,2367678.886,430.8183,
54810,13717733.42,2367678.886,430.7592,
54811,13717705.82,2367678.886,430.5015,
54812,13717678.22,2367678.886,430.3182,
54813,13717650.65,2367678.886,430.0361,
54814,13717622.73,2367678.886,430.0411,
84714,13713875.08,2367678.886,422.9945,
84715,13713847.48,2367678.886,422.6234,
84716,13713819.88,2367678.886,422.0089,
84717,13713792.28,2367678.886,421.9976,
84718,13713764.68,2367678.886,421.9978,
84719,13713737.08,2367678.886,421.9999,
84720,13713709.48,2367678.886,421.5131,
84721,13713681.88,2367678.886,421.3595,
84722,13713653.99,2367678.886,421.2514,
84723,13713626.39,2367678.886,421.041,
84724,13713598.79,2367678.886,421.0295,
84725,13713571.19,2367678.886,420.9193,
84726,13713543.59,2367678.886,420.5201,
84727,13713516.01,2367678.886,420.417,
84728,13713488.09,2367678.886,420.1068,
54129,13713475.09,2367678.886,419.9875,
54130,13713447.49,2367678.886,419.6638,
54131,13713419.89,2367678.886,419.0938,
54132,13713392.29,2367678.886,418.6424,
54133,13713364.69,2367678.886,418.1289,
54134,13713337.09,2367678.886,417.7152,
54135,13713309.49,2367678.886,417.2631,
54136,13713281.89,2367678.886,416.9675,
54137,13713254,2367678.886,416.3616,
54138,13713226.4,2367678.886,415.9063,
54139,13713198.8,2367678.886,414.9987,
54140,13713171.2,2367678.886,414.6509,
54141,13713143.6,2367678.886,414.1779,
54142,13713116.03,2367678.886,413.7602,
54143,13713088.11,2367678.886,412.997,
50837,13713048.11,2367678.886,412.6037,
50838,13713020.51,2367678.886,412.2425,
50839,13712992.91,2367678.886,411.5989,
50840,13712965.31,2367678.886,410.9993,
50841,13712937.71,2367678.886,410.4402,
50842,13712910.11,2367678.886,409.9987,
50843,13712882.51,2367678.886,409.7148,
50844,13712854.91,2367678.886,409.0187,
50845,13712827.02,2367678.886,408.2113,
50846,13712799.42,2367678.886,408.012,
50847,13712771.82,2367678.886,407.9688,
50848,13712744.22,2367678.886,407.4226,
50849,13712716.62,2367678.886,406.8949,
50850,13712689.04,2367678.886,406.0024,
50851,13712661.12,2367678.886,405.5167,
85309,13708244.34,2367681.314,381.9644,
85310,13708216.74,2367681.314,381.9925,
85311,13708189.14,2367681.314,382.3584,
85312,13708161.54,2367681.314,382.5928,
85313,13708133.94,2367681.314,382.969,
85314,13708106.34,2367681.314,383.0066,
85315,13708078.74,2367681.314,383.6349,
85316,13708051.14,2367681.314,383.975,
85317,13708023.24,2367681.314,384.9721,
85318,13707995.64,2367681.314,385.8608,
85319,13707968.04,2367681.314,386.6749,
85320,13707940.44,2367681.314,387.5858,
85321,13707912.84,2367681.314,388.3382,
85322,13707885.27,2367681.314,389.0207,
85323,13707857.35,2367681.314,389.6011,
72647,13707817.35,2367681.314,390.0292,
72648,13707789.75,2367681.314,390.6005,
72649,13707762.15,2367681.314,390.9804,
72650,13707734.55,2367681.314,390.9551,
72651,13707706.95,2367681.314,390.9309,
72652,13707679.35,2367681.314,391.0026,
72653,13707651.75,2367681.314,391.0059,
72654,13707624.15,2367681.314,390.8611,
72655,13707596.26,2367681.314,390.6746,
72656,13707568.66,2367681.314,390.3804,
72552,13707541.06,2367681.314,390.0102,
72553,13707513.46,2367681.314,389.7301,
72554,13707485.86,2367681.314,389.163,
72555,13707458.28,2367681.314,388.9392,
72556,13707430.36,2367681.314,388.5036,
61375,13707417.36,2367681.314,388.3891,
61376,13707389.76,2367681.314,387.9253,
61377,13707362.16,2367681.314,387.2725,
61378,13707334.56,2367681.314,386.9323,
61379,13707306.96,2367681.314,386.5976,
61380,13707279.36,2367681.314,386.2289,
61381,13707251.76,2367681.314,385.9998,
61382,13707224.16,2367681.314,385.9983,
61383,13707196.27,2367681.314,385.9078,
61384,13707168.67,2367681.314,385.7582,
61385,13707141.07,2367681.314,385.4124,
61386,13707113.47,2367681.314,385.0001,
61387,13707085.87,2367681.314,385.0025,
61388,13707058.3,2367681.314,384.9653,
61389,13707030.38,2367681.314,385.0001,
72846,13706990.38,2367681.314,384.9915,
72847,13706962.78,2367681.314,384.5982,
72848,13706935.18,2367681.314,384,
72849,13706907.58,2367681.314,383.821,
72850,13706879.98,2367681.314,383.3287,
72851,13706852.38,2367681.314,382.9911,
72852,13706824.78,2367681.314,382.6142,
72853,13706797.18,2367681.314,382.0385,
72854,13706769.28,2367681.314,381.6431,
72855,13706741.68,2367681.314,381.1473,
72856,13706714.08,2367681.314,380.4978,
72857,13706686.48,2367681.314,379.9737,
72858,13706658.88,2367681.314,379.5246,
72859,13706631.31,2367681.314,379.0628,
72860,13706603.39,2367681.314,378.9797,
46503,13706590.39,2367681.314,378.8554,
46504,13706562.79,2367681.314,378.3539,
46505,13706535.19,2367681.314,378.0388,
46506,13706507.59,2367681.314,377.7406,
46507,13706479.99,2367681.314,377.3215,
46508,13706452.39,2367681.314,377.0123,
46509,13706424.79,2367681.314,376.8475,
46510,13706397.19,2367681.314,376.4457,
46511,13706369.3,2367681.314,376.0529,
46512,13706341.7,2367681.314,376.0005,
46513,13706314.1,2367681.314,375.7457,
46514,13706286.5,2367681.314,375.4306,
46515,13706258.9,2367681.314,375.1156,
46516,13706231.32,2367681.314,374.9929,
46517,13706203.4,2367681.314,374.7185,
82401,13706163.4,2367681.314,374.3603,
82402,13706135.8,2367681.314,374.0001,
82403,13706108.2,2367681.314,373.9946,
82404,13706080.6,2367681.314,373.5781,
82405,13706053,2367681.314,373.1521,
82406,13706025.4,2367681.314,373,
82407,13705997.8,2367681.314,373,
82408,13705970.2,2367681.314,373,
82409,13705942.31,2367681.314,372.8008,
82410,13705914.71,2367681.314,372.4218,
82411,13705887.11,2367681.314,372.0926,
82412,13705859.51,2367681.314,372.0002,
82413,13705831.91,2367681.314,372.0385,
82414,13705804.34,2367681.314,371.9472,
82415,13705776.42,2367681.314,371.7185,
85933,13715129.04,2367688.815,434.0014,
85934,13715101.44,2367688.815,433.2658,
85935,13715073.84,2367688.815,433.0003,
85936,13715046.24,2367688.815,433.0005,
85937,13715018.64,2367688.815,433,
85938,13714991.04,2367688.815,433,
85939,13714963.44,2367688.815,433,
85940,13714935.84,2367688.815,432.0403,
85941,13714907.95,2367688.815,431.5935,
85942,13714880.35,2367688.815,431.1716,
85943,13714852.75,2367688.815,431.0407,
85944,13714825.15,2367688.815,431.0008,
85945,13714797.55,2367688.815,430.9049,
85946,13714769.97,2367688.815,430.2863,
85947,13714742.05,2367688.815,430.0029,
55403,13718436.7,2367700.802,435,
55404,13718409.1,2367700.802,435,
55405,13718381.5,2367700.802,435,
55406,13718353.9,2367700.802,434.785,
55407,13718326.3,2367700.802,434.5859,
55408,13718298.7,2367700.802,433.8681,
55409,13718271.1,2367700.802,433.7057,
55410,13718243.5,2367700.802,433.5275,
55411,13718215.61,2367700.802,433.3274,
55412,13718188.01,2367700.802,433.2118,
55413,13718160.41,2367700.802,432.9546,
55414,13718132.81,2367700.802,432.9179,
55415,13718105.21,2367700.802,432.9998,
55416,13718077.63,2367700.802,432.9925,
55417,13718049.71,2367700.802,432.2361,
54815,13718009.71,2367700.802,432.0456,
54816,13717982.11,2367700.802,431.9999,
54817,13717954.51,2367700.802,431.9999,
54818,13717926.91,2367700.802,432,
54819,13717899.31,2367700.802,431.4837,
54820,13717871.71,2367700.802,431.0481,
54821,13717844.11,2367700.802,430.9942,
54822,13717816.51,2367700.802,430.5668,
54823,13717788.62,2367700.802,430.3058,
54824,13717761.02,2367700.802,430.101,
54825,13717733.42,2367700.802,429.9992,
54826,13717705.82,2367700.802,430.0116,
54827,13717678.22,2367700.802,429.9997,
54828,13717650.65,2367700.802,429.9963,
54829,13717622.73,2367700.802,430,
84729,13713875.08,2367700.802,422.4851,
84730,13713847.48,2367700.802,421.9999,
84731,13713819.88,2367700.802,422.0011,
84732,13713792.28,2367700.802,421.9731,
84733,13713764.68,2367700.802,421.8532,
84734,13713737.08,2367700.802,421.5368,
84735,13713709.48,2367700.802,421.0037,
84736,13713681.88,2367700.802,420.9998,
84737,13713653.99,2367700.802,421.0062,
84738,13713626.39,2367700.802,420.7004,
84739,13713598.79,2367700.802,420.533,
84740,13713571.19,2367700.802,420.3579,
84741,13713543.59,2367700.802,420.1094,
84742,13713516.01,2367700.802,420.1315,
84743,13713488.09,2367700.802,419.8982,
54144,13713475.09,2367700.802,419.7395,
54145,13713447.49,2367700.802,419.0478,
54146,13713419.89,2367700.802,418.7726,
54147,13713392.29,2367700.802,418.251,
54148,13713364.69,2367700.802,417.9472,
54149,13713337.09,2367700.802,417.2743,
54150,13713309.49,2367700.802,417.0022,
54151,13713281.89,2367700.802,416.6673,
54152,13713254,2367700.802,416.0716,
54153,13713226.4,2367700.802,415.5128,
54154,13713198.8,2367700.802,414.9949,
54155,13713171.2,2367700.802,414.6313,
54156,13713143.6,2367700.802,414.1684,
54157,13713116.03,2367700.802,413.6958,
54158,13713088.11,2367700.802,412.9996,
50822,13713048.11,2367700.802,412.4643,
50823,13713020.51,2367700.802,412.0215,
50824,13712992.91,2367700.802,411.5761,
50825,13712965.31,2367700.802,410.9975,
50826,13712937.71,2367700.802,410.4967,
50827,13712910.11,2367700.802,410.0148,
50828,13712882.51,2367700.802,409.7828,
50829,13712854.91,2367700.802,409,
50830,13712827.02,2367700.802,408.5394,
50831,13712799.42,2367700.802,408.001,
50832,13712771.82,2367700.802,407.9607,
50833,13712744.22,2367700.802,407.5369,
50834,13712716.62,2367700.802,407.0109,
50835,13712689.04,2367700.802,406.2908,
50836,13712661.12,2367700.802,405.9437,
85324,13708244.34,2367703.23,382.1191,
85325,13708216.74,2367703.23,382.2355,
85326,13708189.14,2367703.23,382.7543,
85327,13708161.54,2367703.23,382.9357,
85328,13708133.94,2367703.23,382.975,
85329,13708106.34,2367703.23,383.0004,
85330,13708078.74,2367703.23,383.1119,
60631,13708051.14,2367703.23,383.2786,
60632,13708023.24,2367703.23,384.4437,
60633,13707995.64,2367703.23,385.4058,
60634,13707968.04,2367703.23,386.4534,
60635,13707940.44,2367703.23,387.3599,
60636,13707912.84,2367703.23,388.1349,
60637,13707885.27,2367703.23,388.7025,
60638,13707857.35,2367703.23,389.1512,
72557,13707817.35,2367703.23,390.0047,
72558,13707789.75,2367703.23,390.109,
72559,13707762.15,2367703.23,390.238,
72560,13707734.55,2367703.23,390.4207,
72561,13707706.95,2367703.23,390.4806,
72562,13707679.35,2367703.23,390.3779,
72563,13707651.75,2367703.23,390.5392,
72564,13707624.15,2367703.23,390.4067,
72565,13707596.26,2367703.23,390.2798,
72566,13707568.66,2367703.23,390.0322,
72567,13707541.06,2367703.23,389.9879,
72568,13707513.46,2367703.23,389.4495,
72569,13707485.86,2367703.23,388.9911,
72570,13707458.28,2367703.23,388.5503,
72571,13707430.36,2367703.23,388.0933,
61390,13707417.36,2367703.23,388.0107,
61391,13707389.76,2367703.23,387.5297,
61392,13707362.16,2367703.23,387.0106,
61393,13707334.56,2367703.23,386.7375,
61394,13707306.96,2367703.23,386.3106,
61395,13707279.36,2367703.23,386.033,
61396,13707251.76,2367703.23,385.9995,
61397,13707224.16,2367703.23,385.9576,
61398,13707196.27,2367703.23,385.4148,
61399,13707168.67,2367703.23,385.1669,
61400,13707141.07,2367703.23,385.0063,
61401,13707113.47,2367703.23,384.9569,
61402,13707085.87,2367703.23,384.8326,
61403,13707058.3,2367703.23,384.6852,
61404,13707030.38,2367703.23,384.5502,
72861,13706990.38,2367703.23,384.5154,
72862,13706962.78,2367703.23,384.2268,
72863,13706935.18,2367703.23,383.8547,
72864,13706907.58,2367703.23,383.4737,
72865,13706879.98,2367703.23,383.0496,
72866,13706852.38,2367703.23,382.5525,
72867,13706824.78,2367703.23,382.2423,
72868,13706797.18,2367703.23,382.0426,
72869,13706769.28,2367703.23,381.4176,
72870,13706741.68,2367703.23,381.0195,
72871,13706714.08,2367703.23,380.3937,
72872,13706686.48,2367703.23,379.9938,
72873,13706658.88,2367703.23,379.4543,
72874,13706631.31,2367703.23,379.0286,
72875,13706603.39,2367703.23,379,
46518,13706590.39,2367703.23,378.728,
46519,13706562.79,2367703.23,378.1219,
46520,13706535.19,2367703.23,378.0005,
46521,13706507.59,2367703.23,377.433,
46522,13706479.99,2367703.23,377.1631,
46523,13706452.39,2367703.23,376.986,
46524,13706424.79,2367703.23,376.9468,
46525,13706397.19,2367703.23,376.6171,
46526,13706369.3,2367703.23,376.2738,
46527,13706341.7,2367703.23,375.9985,
46528,13706314.1,2367703.23,375.8032,
46529,13706286.5,2367703.23,375.4702,
46530,13706258.9,2367703.23,375.1306,
46531,13706231.32,2367703.23,374.8482,
46532,13706203.4,2367703.23,374.6002,
82416,13706163.4,2367703.23,374.2503,
82417,13706135.8,2367703.23,374,
82418,13706108.2,2367703.23,374,
82419,13706080.6,2367703.23,373.6364,
82420,13706053,2367703.23,373.3462,
82421,13706025.4,2367703.23,373,
82422,13705997.8,2367703.23,373,
82423,13705970.2,2367703.23,372.9734,
82424,13705942.31,2367703.23,372.6498,
82425,13705914.71,2367703.23,372.2121,
82426,13705887.11,2367703.23,372,
82427,13705859.51,2367703.23,372.0017,
82428,13705831.91,2367703.23,371.9073,
82429,13705804.34,2367703.23,371.6985,
82430,13705776.42,2367703.23,371.4283,
85918,13715129.04,2367710.731,433.7575,
85919,13715101.44,2367710.731,433.2227,
85920,13715073.84,2367710.731,433,
85921,13715046.24,2367710.731,432.9672,
85922,13715018.64,2367710.731,433,
85923,13714991.04,2367710.731,433,
85924,13714963.44,2367710.731,432.3653,
85925,13714935.84,2367710.731,431.6208,
85926,13714907.95,2367710.731,431.1965,
85927,13714880.35,2367710.731,430.6235,
85928,13714852.75,2367710.731,430.3464,
85929,13714825.15,2367710.731,430.6421,
85930,13714797.55,2367710.731,430.1191,
85931,13714769.97,2367710.731,430.0421,
85932,13714742.05,2367710.731,429.7256,
54612,13718436.7,2367722.718,434.6432,
54613,13718409.1,2367722.718,434.2119,
54614,13718381.5,2367722.718,433.8745,
54615,13718353.9,2367722.718,433.7428,
54616,13718326.3,2367722.718,433.472,
54617,13718298.7,2367722.718,433.1831,
54618,13718271.1,2367722.718,433.0346,
54619,13718243.5,2367722.718,432.9674,
54620,13718215.61,2367722.718,432.7317,
54621,13718188.01,2367722.718,432.7045,
54622,13718160.41,2367722.718,432.1593,
54623,13718132.81,2367722.718,432.2626,
54624,13718105.21,2367722.718,432.2869,
54625,13718077.63,2367722.718,432.2776,
54626,13718049.71,2367722.718,432,
55084,13718009.71,2367722.718,432,
55085,13717982.11,2367722.718,431.5619,
55086,13717954.51,2367722.718,430.9943,
55087,13717926.91,2367722.718,431.013,
55088,13717899.31,2367722.718,430.7006,
55089,13717871.71,2367722.718,430.4357,
55090,13717844.11,2367722.718,430.307,
55091,13717816.51,2367722.718,429.9994,
55092,13717788.62,2367722.718,430,
55093,13717761.02,2367722.718,429.9664,
55094,13717733.42,2367722.718,430.0026,
55095,13717705.82,2367722.718,430.0007,
55096,13717678.22,2367722.718,429.6961,
55097,13717650.65,2367722.718,429.5405,
55098,13717622.73,2367722.718,429.4215,
54296,13713875.08,2367722.718,422.0011,
54297,13713847.48,2367722.718,421.9994,
54298,13713819.88,2367722.718,421.9965,
54299,13713792.28,2367722.718,421.6827,
54300,13713764.68,2367722.718,421.2685,
54301,13713737.08,2367722.718,421.0035,
54302,13713709.48,2367722.718,421,
54303,13713681.88,2367722.718,420.7605,
54304,13713653.99,2367722.718,420.59,
