p,n,e,z,d
77015,13714564.05,2366714.582,430.0785,
77016,13714536.45,2366714.582,429.984,
77017,13714508.85,2366714.582,429.6265,
77018,13714480.96,2366714.582,429.148,
77019,13714453.36,2366714.582,428.9977,
77020,13714425.76,2366714.582,429.0033,
77021,13714398.16,2366714.582,429.0606,
77022,13714370.56,2366714.582,429.0006,
77023,13714342.99,2366714.582,428.3645,
77024,13714315.07,2366714.582,427.998,
69562,13714302.07,2366714.582,427.9955,
69563,13714274.47,2366714.582,427.9993,
69564,13714246.87,2366714.582,427.0003,
69565,13714219.27,2366714.582,426.9915,
69566,13714191.67,2366714.582,426.3479,
69567,13714164.07,2366714.582,426,
69568,13714136.47,2366714.582,425.9892,
69569,13714108.87,2366714.582,425.0248,
69570,13714080.97,2366714.582,424.4412,
69571,13714053.37,2366714.582,423.9512,
69572,13714025.77,2366714.582,423.1735,
69573,13713998.17,2366714.582,422.0463,
69574,13713970.57,2366714.582,421.2132,
69575,13713943,2366714.582,420.9799,
69576,13713915.08,2366714.582,421.2909,
52001,13713875.08,2366714.582,418.9419,
52002,13713847.48,2366714.582,417.9738,
52003,13713819.88,2366714.582,417.9705,
52004,13713792.28,2366714.582,418.3248,
52005,13713764.68,2366714.582,418.4606,
52006,13713737.08,2366714.582,418.3461,
52007,13713709.48,2366714.582,418.2427,
52008,13713681.88,2366714.582,418.0245,
52009,13713653.99,2366714.582,417.787,
52010,13713626.39,2366714.582,417.0497,
52011,13713598.79,2366714.582,416.6937,
52012,13713571.19,2366714.582,416.0474,
52013,13713543.59,2366714.582,414.8313,
52014,13713516.01,2366714.582,416.0202,
52015,13713488.09,2366714.582,416.0069,
68417,13713475.09,2366714.582,415.9543,
68418,13713447.49,2366714.582,415.6076,
68419,13713419.89,2366714.582,415.1492,
68420,13713392.29,2366714.582,411.9475,
68421,13713364.69,2366714.582,412.6159,
68422,13713337.09,2366714.582,413.9814,
68423,13713309.49,2366714.582,413.9357,
79227,13713281.89,2366714.582,414,
79228,13713254,2366714.582,412.8168,
79229,13713226.4,2366714.582,411.9979,
79230,13713198.8,2366714.582,411.9878,
79231,13713171.2,2366714.582,411.9974,
79232,13713143.6,2366714.582,411.9993,
79233,13713116.03,2366714.582,412.0754,
79234,13713088.11,2366714.582,412.2505,
47194,13713048.11,2366714.582,412.5801,
47195,13713020.51,2366714.582,412.4884,
47196,13712992.91,2366714.582,412.5732,
47197,13712965.31,2366714.582,412.516,
47198,13712937.71,2366714.582,412.5964,
47199,13712910.11,2366714.582,412.7822,
47200,13712882.51,2366714.582,412.7606,
47201,13712854.91,2366714.582,412.8771,
47202,13712827.02,2366714.582,412.8746,
47203,13712799.42,2366714.582,412.9368,
47204,13712771.82,2366714.582,412.9759,
47205,13712744.22,2366714.582,412.9667,
47206,13712716.62,2366714.582,413.0014,
47207,13712689.04,2366714.582,413.0196,
47208,13712661.12,2366714.582,413.0262,
47949,13715129.04,2366724.511,434.4762,
47950,13715101.44,2366724.511,434.0056,
47951,13715073.84,2366724.511,433.9969,
47952,13715046.24,2366724.511,433.9983,
47953,13715018.64,2366724.511,433.9737,
47954,13714991.04,2366724.511,433.318,
47955,13714963.44,2366724.511,433.0019,
47956,13714935.84,2366724.511,433.0061,
47957,13714907.95,2366724.511,433.009,
47958,13714880.35,2366724.511,433.0016,
47959,13714852.75,2366724.511,432.9999,
47960,13714825.15,2366724.511,432.7248,
47961,13714797.55,2366724.511,432.0833,
47962,13714769.97,2366724.511,431.9919,
47963,13714742.05,2366724.511,432,
52604,13718436.7,2366736.498,443,
52605,13718409.1,2366736.498,443,
52606,13718381.5,2366736.498,443,
52607,13718353.9,2366736.498,443,
52608,13718326.3,2366736.498,443,
52609,13718298.7,2366736.498,443,
52610,13718271.1,2366736.498,442.8977,
52611,13718243.5,2366736.498,442.6345,
52612,13718215.61,2366736.498,442.3686,
52613,13718188.01,2366736.498,442.1274,
52614,13718160.41,2366736.498,442,
52615,13718132.81,2366736.498,442,
52616,13718105.21,2366736.498,442,
52617,13718077.63,2366736.498,442,
52828,13718049.71,2366736.498,442,
53170,13718009.71,2366736.498,441.9999,
53171,13717982.11,2366736.498,442,
53172,13717954.51,2366736.498,442,
53173,13717926.91,2366736.498,441.1816,
53174,13717899.31,2366736.498,441.0007,
53175,13717871.71,2366736.498,441.0003,
53176,13717844.11,2366736.498,441,
53177,13717816.51,2366736.498,441,
53178,13717788.62,2366736.498,441,
53179,13717761.02,2366736.498,440.7694,
53180,13717733.42,2366736.498,440.4624,
53181,13717705.82,2366736.498,440.1335,
53182,13717678.22,2366736.498,440,
53183,13717650.65,2366736.498,440,
53184,13717622.73,2366736.498,439.9173,
62661,13717609.73,2366736.498,439.7655,
62662,13717582.13,2366736.498,439.3323,
62663,13717554.53,2366736.498,439,
62664,13717526.93,2366736.498,438.887,
62665,13717499.33,2366736.498,438.2629,
62666,13717471.73,2366736.498,438.0048,
62667,13717444.13,2366736.498,437.8706,
62668,13717416.53,2366736.498,437.2643,
62669,13717388.63,2366736.498,437.0008,
62670,13717361.03,2366736.498,436.6488,
62671,13717333.43,2366736.498,436.1409,
62672,13717305.83,2366736.498,435.9235,
62673,13717278.23,2366736.498,435.5243,
62674,13717250.66,2366736.498,435.0688,
62675,13717222.74,2366736.498,434.9998,
58941,13717182.74,2366736.498,433.9987,
58942,13717155.14,2366736.498,433.626,
58943,13717127.54,2366736.498,433.1289,
58944,13717099.94,2366736.498,432.9921,
58945,13717072.34,2366736.498,432.9933,
58946,13717044.74,2366736.498,431.9984,
58947,13717017.14,2366736.498,431.7003,
58948,13716989.54,2366736.498,431.1093,
58949,13716961.65,2366736.498,431.0912,
58950,13716934.05,2366736.498,431,
58951,13716906.45,2366736.498,430.8961,
58952,13716878.85,2366736.498,430.5816,
58953,13716851.25,2366736.498,430.2954,
58954,13716823.67,2366736.498,430.0041,
58955,13716795.76,2366736.498,430.0042,
61000,13716782.76,2366736.498,430,
61001,13716755.16,2366736.498,430,
61002,13716727.56,2366736.498,430,
61003,13716699.96,2366736.498,430.0021,
61004,13716672.36,2366736.498,430,
61005,13716644.76,2366736.498,430,
61006,13716617.16,2366736.498,430,
61007,13716589.56,2366736.498,430,
61008,13716561.66,2366736.498,430,
61009,13716534.06,2366736.498,430,
61010,13716506.46,2366736.498,430,
61011,13716478.86,2366736.498,430,
61012,13716451.26,2366736.498,430,
61013,13716423.69,2366736.498,430,
61014,13716395.77,2366736.498,430.0784,
59885,13716355.77,2366736.498,430.9345,
59886,13716328.17,2366736.498,432.0002,
59887,13716300.57,2366736.498,432.0005,
59888,13716272.97,2366736.498,434,
59889,13716245.37,2366736.498,433.3475,
59890,13716217.77,2366736.498,433.4851,
59891,13716190.17,2366736.498,433.0052,
59892,13716162.57,2366736.498,433.8144,
59893,13716134.68,2366736.498,433.0556,
59894,13716107.08,2366736.498,434.5161,
59895,13716079.48,2366736.498,434.0233,
59896,13716051.88,2366736.498,434.9622,
59897,13716024.28,2366736.498,435.001,
59898,13715996.7,2366736.498,435.5354,
59899,13715968.78,2366736.498,436,
59220,13715955.78,2366736.498,436,
59221,13715928.18,2366736.498,436.4935,
59222,13715900.58,2366736.498,437.0047,
59223,13715872.98,2366736.498,437.0664,
59224,13715845.38,2366736.498,437,
59225,13715817.78,2366736.498,437,
59226,13715790.18,2366736.498,437.0048,
59227,13715762.58,2366736.498,437.0991,
59228,13715734.69,2366736.498,437.0042,
59229,13715707.09,2366736.498,436.9964,
59230,13715679.49,2366736.498,436.9993,
59231,13715651.89,2366736.498,436.9996,
59232,13715624.29,2366736.498,436.8528,
59233,13715596.72,2366736.498,436.0366,
59234,13715568.8,2366736.498,436.0054,
75057,13715528.8,2366736.498,435.9995,
75058,13715501.2,2366736.498,435.9983,
75059,13715473.6,2366736.498,435.9999,
75060,13715446,2366736.498,436,
75061,13715418.4,2366736.498,435.992,
75062,13715390.8,2366736.498,435.719,
75063,13715363.2,2366736.498,435.3596,
75064,13715335.6,2366736.498,435.1297,
75065,13715307.7,2366736.498,435,
75066,13715280.1,2366736.498,434.9998,
74962,13715252.5,2366736.498,435,
74963,13715224.9,2366736.498,435,
74964,13715197.3,2366736.498,435,
74965,13715169.73,2366736.498,435,
74966,13715141.81,2366736.498,435,
77025,13714702.05,2366736.498,432.0002,
77026,13714674.45,2366736.498,431.6945,
77027,13714646.85,2366736.498,431.4315,
77028,13714619.25,2366736.498,431.0076,
77029,13714591.65,2366736.498,430.5952,
77030,13714564.05,2366736.498,430.0146,
77031,13714536.45,2366736.498,430.0215,
77032,13714508.85,2366736.498,429.9804,
77033,13714480.96,2366736.498,429.9966,
77034,13714453.36,2366736.498,429.6963,
77035,13714425.76,2366736.498,429.3754,
77036,13714398.16,2366736.498,429.4232,
77037,13714370.56,2366736.498,429.0903,
77038,13714342.99,2366736.498,428.6183,
77039,13714315.07,2366736.498,428.1666,
69577,13714302.07,2366736.498,428.0423,
69578,13714274.47,2366736.498,427.9997,
69579,13714246.87,2366736.498,427.6993,
69580,13714219.27,2366736.498,426.993,
69581,13714191.67,2366736.498,426.6074,
69582,13714164.07,2366736.498,426,
69583,13714136.47,2366736.498,426,
69584,13714108.87,2366736.498,425.053,
69585,13714080.97,2366736.498,424.2659,
69586,13714053.37,2366736.498,423.3003,
69587,13714025.77,2366736.498,422.6077,
69588,13713998.17,2366736.498,421.9777,
69589,13713970.57,2366736.498,422.3811,
69590,13713943,2366736.498,422.5958,
69591,13713915.08,2366736.498,422.4633,
52056,13713875.08,2366736.498,421.8579,
52057,13713847.48,2366736.498,421.0967,
52058,13713819.88,2366736.498,420.1648,
52059,13713792.28,2366736.498,418.7772,
52060,13713764.68,2366736.498,417.0002,
52061,13713737.08,2366736.498,416.6833,
52062,13713709.48,2366736.498,416.0388,
52063,13713681.88,2366736.498,415.449,
52064,13713653.99,2366736.498,414.9958,
52065,13713626.39,2366736.498,413.9995,
52066,13713598.79,2366736.498,413.9971,
52067,13713571.19,2366736.498,413.9954,
52068,13713543.59,2366736.498,413.1493,
52069,13713516.01,2366736.498,413.6547,
52070,13713488.09,2366736.498,415.6855,
47260,13713475.09,2366736.498,415.4975,
47261,13713447.49,2366736.498,415.0958,
47262,13713419.89,2366736.498,414.9983,
47263,13713392.29,2366736.498,413.6003,
47264,13713364.69,2366736.498,412.0934,
47265,13713337.09,2366736.498,413.8341,
47266,13713309.49,2366736.498,413.9892,
47267,13713281.89,2366736.498,413.6204,
47268,13713254,2366736.498,412.3182,
47269,13713226.4,2366736.498,411.9896,
47270,13713198.8,2366736.498,411.9783,
47271,13713171.2,2366736.498,411.9912,
47272,13713143.6,2366736.498,411.9462,
47273,13713116.03,2366736.498,412,
47274,13713088.11,2366736.498,412.0276,
47209,13713048.11,2366736.498,412.2175,
47210,13713020.51,2366736.498,412.1391,
47211,13712992.91,2366736.498,412.0966,
47212,13712965.31,2366736.498,412.0558,
47213,13712937.71,2366736.498,412.1775,
47214,13712910.11,2366736.498,412.3455,
47215,13712882.51,2366736.498,412.297,
47216,13712854.91,2366736.498,412.4464,
47217,13712827.02,2366736.498,412.1723,
47218,13712799.42,2366736.498,412.2952,
47219,13712771.82,2366736.498,412.2524,
47220,13712744.22,2366736.498,412.2562,
47221,13712716.62,2366736.498,412.4552,
47222,13712689.04,2366736.498,412.5175,
47223,13712661.12,2366736.498,412.8218,
47964,13715129.04,2366746.427,435,
47965,13715101.44,2366746.427,434.5122,
47966,13715073.84,2366746.427,433.9997,
47967,13715046.24,2366746.427,434,
47968,13715018.64,2366746.427,433.9989,
47969,13714991.04,2366746.427,433.3172,
47970,13714963.44,2366746.427,433.0025,
47971,13714935.84,2366746.427,433.1709,
47972,13714907.95,2366746.427,433.0408,
47973,13714880.35,2366746.427,432.9992,
47974,13714852.75,2366746.427,432.9951,
47975,13714825.15,2366746.427,432.9602,
47976,13714797.55,2366746.427,432.3244,
47977,13714769.97,2366746.427,432,
47978,13714742.05,2366746.427,431.9993,
52829,13718436.7,2366758.414,443.0002,
52830,13718409.1,2366758.414,443.0001,
52831,13718381.5,2366758.414,443,
52832,13718353.9,2366758.414,443,
52833,13718326.3,2366758.414,443,
52834,13718298.7,2366758.414,443,
52835,13718271.1,2366758.414,442.975,
52836,13718243.5,2366758.414,442.7267,
52837,13718215.61,2366758.414,442.4649,
52838,13718188.01,2366758.414,442.2108,
52839,13718160.41,2366758.414,442.0144,
52840,13718132.81,2366758.414,442,
52841,13718105.21,2366758.414,442,
52842,13718077.63,2366758.414,442,
52843,13718049.71,2366758.414,442,
53185,13718009.71,2366758.414,442,
53186,13717982.11,2366758.414,442,
53187,13717954.51,2366758.414,442,
53188,13717926.91,2366758.414,441.9143,
53189,13717899.31,2366758.414,441.0003,
53190,13717871.71,2366758.414,441.0004,
53191,13717844.11,2366758.414,441,
53192,13717816.51,2366758.414,441,
53193,13717788.62,2366758.414,441,
53194,13717761.02,2366758.414,440.7548,
53195,13717733.42,2366758.414,440.2534,
53196,13717705.82,2366758.414,440,
53197,13717678.22,2366758.414,440,
53198,13717650.65,2366758.414,440,
53199,13717622.73,2366758.414,439.6633,
62646,13717609.73,2366758.414,439.4913,
62647,13717582.13,2366758.414,439.1784,
62648,13717554.53,2366758.414,439,
62649,13717526.93,2366758.414,438.6068,
62650,13717499.33,2366758.414,438.0709,
62651,13717471.73,2366758.414,437.782,
62652,13717444.13,2366758.414,437.5056,
62653,13717416.53,2366758.414,437.056,
62654,13717388.63,2366758.414,437.0006,
62655,13717361.03,2366758.414,436.1396,
62656,13717333.43,2366758.414,435.9995,
62657,13717305.83,2366758.414,435.6853,
62658,13717278.23,2366758.414,435.0157,
62659,13717250.66,2366758.414,435,
62660,13717222.74,2366758.414,435,
58956,13717182.74,2366758.414,433.9999,
58957,13717155.14,2366758.414,433.3642,
58958,13717127.54,2366758.414,433.0033,
58959,13717099.94,2366758.414,432.8007,
58960,13717072.34,2366758.414,432.3943,
58961,13717044.74,2366758.414,431.7531,
58962,13717017.14,2366758.414,431.3334,
58963,13716989.54,2366758.414,431.0005,
58964,13716961.65,2366758.414,431,
58965,13716934.05,2366758.414,431,
58966,13716906.45,2366758.414,430.7335,
58967,13716878.85,2366758.414,430.3689,
58968,13716851.25,2366758.414,430.0918,
58969,13716823.67,2366758.414,430.0037,
58970,13716795.76,2366758.414,430,
60985,13716782.76,2366758.414,430,
60986,13716755.16,2366758.414,429.9999,
60987,13716727.56,2366758.414,430,
60988,13716699.96,2366758.414,430,
60989,13716672.36,2366758.414,430,
60990,13716644.76,2366758.414,430,
60991,13716617.16,2366758.414,430,
60992,13716589.56,2366758.414,430,
60993,13716561.66,2366758.414,429.9999,
60994,13716534.06,2366758.414,429.9994,
60995,13716506.46,2366758.414,429.9992,
60996,13716478.86,2366758.414,430,
60997,13716451.26,2366758.414,430,
60998,13716423.69,2366758.414,430,
60999,13716395.77,2366758.414,430.5266,
59900,13716355.77,2366758.414,430.9953,
59901,13716328.17,2366758.414,431.512,
59902,13716300.57,2366758.414,432.9828,
59903,13716272.97,2366758.414,433.531,
59904,13716245.37,2366758.414,433.42,
59905,13716217.77,2366758.414,433.7976,
59906,13716190.17,2366758.414,433.0818,
59907,13716162.57,2366758.414,433.9716,
59908,13716134.68,2366758.414,434.3425,
59909,13716107.08,2366758.414,434,
59910,13716079.48,2366758.414,434.9946,
59911,13716051.88,2366758.414,434.9954,
59912,13716024.28,2366758.414,435.0155,
59913,13715996.7,2366758.414,436.0186,
59914,13715968.78,2366758.414,436,
59131,13715955.78,2366758.414,436,
59132,13715928.18,2366758.414,436.5424,
59133,13715900.58,2366758.414,437.093,
59134,13715872.98,2366758.414,437.3755,
59135,13715845.38,2366758.414,437.1968,
59136,13715817.78,2366758.414,437.0005,
59137,13715790.18,2366758.414,437.0627,
59138,13715762.58,2366758.414,437.3674,
59139,13715734.69,2366758.414,437.0136,
59214,13715707.09,2366758.414,436.9984,
59215,13715679.49,2366758.414,436.9987,
59216,13715651.89,2366758.414,436.9993,
59217,13715624.29,2366758.414,436.7672,
59218,13715596.72,2366758.414,436.2339,
59219,13715568.8,2366758.414,436.0317,
74967,13715528.8,2366758.414,436.0172,
74968,13715501.2,2366758.414,435.9992,
74969,13715473.6,2366758.414,436,
74970,13715446,2366758.414,436,
74971,13715418.4,2366758.414,436,
74972,13715390.8,2366758.414,435.896,
74973,13715363.2,2366758.414,435.6749,
74974,13715335.6,2366758.414,435.4794,
74975,13715307.7,2366758.414,435.3198,
74976,13715280.1,2366758.414,435.0059,
74977,13715252.5,2366758.414,435,
74978,13715224.9,2366758.414,435.0001,
74979,13715197.3,2366758.414,435,
74980,13715169.73,2366758.414,435,
74981,13715141.81,2366758.414,435,
52041,13713875.08,2366758.414,422.1403,
52042,13713847.48,2366758.414,421.6892,
52043,13713819.88,2366758.414,421.0366,
52044,13713792.28,2366758.414,419.1758,
52045,13713764.68,2366758.414,417.8122,
52046,13713737.08,2366758.414,417.9602,
52047,13713709.48,2366758.414,417.7405,
52048,13713681.88,2366758.414,416.8093,
52049,13713653.99,2366758.414,417.4782,
52050,13713626.39,2366758.414,416.257,
52051,13713598.79,2366758.414,415.8901,
52052,13713571.19,2366758.414,415.6737,
52053,13713543.59,2366758.414,415.267,
52054,13713516.01,2366758.414,412.5583,
52055,13713488.09,2366758.414,412,
47275,13713475.09,2366758.414,412,
47276,13713447.49,2366758.414,412.3467,
47277,13713419.89,2366758.414,412.8165,
47278,13713392.29,2366758.414,412.2077,
47279,13713364.69,2366758.414,411.4316,
47280,13713337.09,2366758.414,413.2854,
47281,13713309.49,2366758.414,414,
47282,13713281.89,2366758.414,413.0681,
47283,13713254,2366758.414,412.6732,
47284,13713226.4,2366758.414,411.9809,
47285,13713198.8,2366758.414,411.7583,
47286,13713171.2,2366758.414,411.5925,
47287,13713143.6,2366758.414,411.4852,
47288,13713116.03,2366758.414,411.5824,
47289,13713088.11,2366758.414,411.8449,
68147,13713048.11,2366758.414,411.9679,
68148,13713020.51,2366758.414,411.9926,
68149,13712992.91,2366758.414,411.8325,
68150,13712965.31,2366758.414,411.9662,
68151,13712937.71,2366758.414,412.0008,
68152,13712910.11,2366758.414,412.0008,
68153,13712882.51,2366758.414,411.9946,
68154,13712854.91,2366758.414,412.0166,
68155,13712827.02,2366758.414,411.9961,
68156,13712799.42,2366758.414,411.9137,
68157,13712771.82,2366758.414,411.8338,
68158,13712744.22,2366758.414,411.9948,
68159,13712716.62,2366758.414,411.9677,
68160,13712689.04,2366758.414,412.0196,
68161,13712661.12,2366758.414,412.2858,
47979,13715129.04,2366768.343,434.6506,
47980,13715101.44,2366768.343,434.76,
47981,13715073.84,2366768.343,434.0183,
47982,13715046.24,2366768.343,433.9988,
47983,13715018.64,2366768.343,433.9993,
47984,13714991.04,2366768.343,433.4593,
47985,13714963.44,2366768.343,433.3552,
48223,13714935.84,2366768.343,433.534,
48224,13714907.95,2366768.343,433.1974,
48225,13714880.35,2366768.343,433.0052,
48226,13714852.75,2366768.343,433.0002,
48227,13714825.15,2366768.343,433,
48228,13714797.55,2366768.343,432.9996,
48229,13714769.97,2366768.343,432.203,
48230,13714742.05,2366768.343,432.0858,
52844,13718436.7,2366780.33,443.0006,
52845,13718409.1,2366780.33,443.0008,
52846,13718381.5,2366780.33,443.0019,
52847,13718353.9,2366780.33,443,
52848,13718326.3,2366780.33,443,
52849,13718298.7,2366780.33,443,
52850,13718271.1,2366780.33,443,
52851,13718243.5,2366780.33,442.8619,
52852,13718215.61,2366780.33,442.6086,
52853,13718188.01,2366780.33,442.3833,
52854,13718160.41,2366780.33,442.1566,
52855,13718132.81,2366780.33,442,
52856,13718105.21,2366780.33,442,
52857,13718077.63,2366780.33,442,
52858,13718049.71,2366780.33,442,
53200,13718009.71,2366780.33,442,
53201,13717982.11,2366780.33,442,
53202,13717954.51,2366780.33,441.9361,
53203,13717926.91,2366780.33,441.4113,
53114,13717899.31,2366780.33,441.031,
53115,13717871.71,2366780.33,441.0001,
53116,13717844.11,2366780.33,441,
53117,13717816.51,2366780.33,441,
53118,13717788.62,2366780.33,441,
53119,13717761.02,2366780.33,440.7077,
53120,13717733.42,2366780.33,440.2389,
53121,13717705.82,2366780.33,440,
53122,13717678.22,2366780.33,440,
53123,13717650.65,2366780.33,439.8278,
53124,13717622.73,2366780.33,439.4199,
62631,13717609.73,2366780.33,439.2759,
62632,13717582.13,2366780.33,439.0001,
62633,13717554.53,2366780.33,438.9532,
62634,13717526.93,2366780.33,438.4145,
62635,13717499.33,2366780.33,437.9315,
62636,13717471.73,2366780.33,437.4587,
62637,13717444.13,2366780.33,437.1094,
62638,13717416.53,2366780.33,436.7296,
62639,13717388.63,2366780.33,436.7253,
62640,13717361.03,2366780.33,435.9997,
62641,13717333.43,2366780.33,435.9984,
62642,13717305.83,2366780.33,435.7497,
62643,13717278.23,2366780.33,435.0008,
62644,13717250.66,2366780.33,435,
62645,13717222.74,2366780.33,434.4831,
58971,13717182.74,2366780.33,433.7875,
58972,13717155.14,2366780.33,433,
58973,13717127.54,2366780.33,432.9999,
58974,13717099.94,2366780.33,432.9997,
58975,13717072.34,2366780.33,432.2674,
58976,13717044.74,2366780.33,431.832,
58977,13717017.14,2366780.33,431,
58978,13716989.54,2366780.33,431.0017,
58979,13716961.65,2366780.33,431,
58980,13716934.05,2366780.33,430.942,
58981,13716906.45,2366780.33,430.6255,
58982,13716878.85,2366780.33,430.2533,
58983,13716851.25,2366780.33,430.0005,
58984,13716823.67,2366780.33,430.0008,
58985,13716795.76,2366780.33,430,
60970,13716782.76,2366780.33,429.9999,
60971,13716755.16,2366780.33,429.9998,
60972,13716727.56,2366780.33,429.9998,
60973,13716699.96,2366780.33,430,
60974,13716672.36,2366780.33,430,
60975,13716644.76,2366780.33,430,
60976,13716617.16,2366780.33,430,
60977,13716589.56,2366780.33,429.9994,
60978,13716561.66,2366780.33,429.9981,
60979,13716534.06,2366780.33,429.9987,
60980,13716506.46,2366780.33,429.9986,
60981,13716478.86,2366780.33,429.9995,
60982,13716451.26,2366780.33,430,
60983,13716423.69,2366780.33,430,
60984,13716395.77,2366780.33,431,
59915,13716355.77,2366780.33,430.9911,
59916,13716328.17,2366780.33,431.8251,
59917,13716300.57,2366780.33,432.8892,
59918,13716272.97,2366780.33,433.9594,
59919,13716245.37,2366780.33,433.6941,
59920,13716217.77,2366780.33,433.9992,
59921,13716190.17,2366780.33,433.3222,
59922,13716162.57,2366780.33,433.3611,
59923,13716134.68,2366780.33,434.6837,
59924,13716107.08,2366780.33,434.2232,
59925,13716079.48,2366780.33,434.9888,
59926,13716051.88,2366780.33,435.4016,
59927,13716024.28,2366780.33,435.9968,
59928,13715996.7,2366780.33,436,
59929,13715968.78,2366780.33,436.0045,
59116,13715955.78,2366780.33,436.0838,
59117,13715928.18,2366780.33,436.82,
59118,13715900.58,2366780.33,437.2098,
59119,13715872.98,2366780.33,437.6846,
59120,13715845.38,2366780.33,437.4585,
59121,13715817.78,2366780.33,437.0042,
59122,13715790.18,2366780.33,437.2028,
59123,13715762.58,2366780.33,437.6161,
59124,13715734.69,2366780.33,437.2152,
59125,13715707.09,2366780.33,436.9995,
59126,13715679.49,2366780.33,436.9999,
59127,13715651.89,2366780.33,436.9998,
59128,13715624.29,2366780.33,436.9698,
59129,13715596.72,2366780.33,436.6337,
59130,13715568.8,2366780.33,436.5564,
74982,13715528.8,2366780.33,436.3545,
74983,13715501.2,2366780.33,436.0742,
74984,13715473.6,2366780.33,436,
74985,13715446,2366780.33,436,
74986,13715418.4,2366780.33,436,
74987,13715390.8,2366780.33,436,
74988,13715363.2,2366780.33,435.9902,
74989,13715335.6,2366780.33,435.9292,
74990,13715307.7,2366780.33,435.855,
74991,13715280.1,2366780.33,435.7632,
74992,13715252.5,2366780.33,435.7525,
74993,13715224.9,2366780.33,435.41,
74994,13715197.3,2366780.33,435,
74995,13715169.73,2366780.33,435,
74996,13715141.81,2366780.33,434.9506,
52026,13713875.08,2366780.33,422.3689,
52027,13713847.48,2366780.33,421.8403,
52028,13713819.88,2366780.33,421.0728,
52029,13713792.28,2366780.33,420.384,
52030,13713764.68,2366780.33,420.1097,
52031,13713737.08,2366780.33,419.7879,
52032,13713709.48,2366780.33,419.1466,
52033,13713681.88,2366780.33,418.9169,
52034,13713653.99,2366780.33,418.0984,
52035,13713626.39,2366780.33,418,
52036,13713598.79,2366780.33,417.2636,
52037,13713571.19,2366780.33,416.9449,
52038,13713543.59,2366780.33,416.633,
52039,13713516.01,2366780.33,415.9414,
52040,13713488.09,2366780.33,415.4137,
47290,13713475.09,2366780.33,415.0871,
47291,13713447.49,2366780.33,413.3514,
47292,13713419.89,2366780.33,412.004,
47293,13713392.29,2366780.33,410.4475,
47294,13713364.69,2366780.33,411.5452,
47295,13713337.09,2366780.33,413.6921,
47296,13713309.49,2366780.33,413.7063,
47297,13713281.89,2366780.33,413.2459,
47298,13713254,2366780.33,412.9751,
47299,13713226.4,2366780.33,412.0104,
47300,13713198.8,2366780.33,411.3385,
47301,13713171.2,2366780.33,411.3312,
47302,13713143.6,2366780.33,411.1516,
47303,13713116.03,2366780.33,411.0729,
47304,13713088.11,2366780.33,411.1893,
68162,13713048.11,2366780.33,411.7216,
68163,13713020.51,2366780.33,411.5955,
68164,13712992.91,2366780.33,411.3076,
68165,13712965.31,2366780.33,411.7048,
68166,13712937.71,2366780.33,411.1627,
68167,13712910.11,2366780.33,411.6144,
68168,13712882.51,2366780.33,411.3974,
68169,13712854.91,2366780.33,411.7116,
68170,13712827.02,2366780.33,411.3621,
68171,13712799.42,2366780.33,411.5494,
68172,13712771.82,2366780.33,411.2754,
68173,13712744.22,2366780.33,411.4826,
68174,13712716.62,2366780.33,411.4123,
68175,13712689.04,2366780.33,411.5971,
68176,13712661.12,2366780.33,411.821,
48231,13715129.04,2366790.259,434.5235,
48232,13715101.44,2366790.259,434.0005,
48233,13715073.84,2366790.259,434,
48234,13715046.24,2366790.259,434.4324,
48235,13715018.64,2366790.259,433.9997,
48236,13714991.04,2366790.259,434,
48237,13714963.44,2366790.259,433.9022,
48238,13714935.84,2366790.259,433.6784,
48239,13714907.95,2366790.259,433.3207,
48240,13714880.35,2366790.259,433,
48241,13714852.75,2366790.259,433,
48242,13714825.15,2366790.259,433.0002,
48243,13714797.55,2366790.259,432.9996,
48244,13714769.97,2366790.259,432.6879,
48245,13714742.05,2366790.259,432.4597,
52859,13718436.7,2366802.246,443.3314,
52860,13718409.1,2366802.246,443.3358,
52861,13718381.5,2366802.246,443.3289,
52862,13718353.9,2366802.246,443.0012,
52863,13718326.3,2366802.246,443.0003,
52864,13718298.7,2366802.246,443,
52865,13718271.1,2366802.246,443,
52866,13718243.5,2366802.246,442.9605,
52867,13718215.61,2366802.246,442.7351,
52868,13718188.01,2366802.246,442.5121,
52869,13718160.41,2366802.246,442.2822,
52870,13718132.81,2366802.246,442.0489,
52871,13718105.21,2366802.246,442,
52872,13718077.63,2366802.246,442,
52873,13718049.71,2366802.246,442,
53125,13718009.71,2366802.246,442,
53126,13717982.11,2366802.246,442,
53127,13717954.51,2366802.246,441.9475,
53128,13717926.91,2366802.246,441.6959,
53129,13717899.31,2366802.246,441.4285,
53130,13717871.71,2366802.246,441.0001,
53131,13717844.11,2366802.246,441,
53132,13717816.51,2366802.246,441,
53133,13717788.62,2366802.246,441,
53134,13717761.02,2366802.246,440.6251,
53135,13717733.42,2366802.246,440.1677,
53136,13717705.82,2366802.246,440,
53137,13717678.22,2366802.246,440,
53138,13717650.65,2366802.246,439.647,
53139,13717622.73,2366802.246,439.234,
62616,13717609.73,2366802.246,439.0271,
62617,13717582.13,2366802.246,439.0003,
62618,13717554.53,2366802.246,438.6628,
62619,13717526.93,2366802.246,438.0931,
62620,13717499.33,2366802.246,437.2557,
